user_id,age,occupation,gender
35063,36,clerical/admin,M
35436,33,sales/marketing,M
123548,49,executive/managerial,M
236265,31,customer service,M
227944,30,other or not specified,M
117287,33,college/grad student,M
246644,30,other or not specified,F
178316,28,sales/marketing,M
290849,31,other or not specified,F
157620,29,executive/managerial,M
92205,25,college/grad student,M
97499,29,K-12 student,M
268889,46,self-employed,M
133269,28,executive/managerial,M
175432,31,homemaker,M
42000,32,college/grad student,M
96919,27,college/grad student,F
274565,32,college/grad student,M
249170,25,executive/managerial,M
141499,35,executive/managerial,M
69752,31,retired,F
126022,31,sales/marketing,M
60131,34,college/grad student,F
295294,31,K-12 student,M
268503,22,K-12 student,M
236803,25,executive/managerial,M
282937,34,academic/educator,F
77429,18,unemployed,F
180569,30,executive/managerial,M
57885,28,college/grad student,F
125586,26,lawyer,M
28442,28,college/grad student,M
49146,25,college/grad student,M
94723,24,K-12 student,F
95979,81,other or not specified,F
2682,34,retired,F
271573,27,executive/managerial,M
215950,25,college/grad student,M
92408,29,executive/managerial,M
104074,29,executive/managerial,M
106318,32,executive/managerial,M
50884,29,executive/managerial,M
38201,31,scientist,M
283560,25,scientist,M
281465,31,other or not specified,M
146560,33,executive/managerial,M
184985,33,sales/marketing,M
264742,30,technician/engineer,M
154245,19,college/grad student,F
59735,31,scientist,F
274433,28,executive/managerial,M
98193,30,executive/managerial,M
155262,34,executive/managerial,F
174849,30,executive/managerial,M
175680,31,executive/managerial,M
30022,38,technician/engineer,M
102492,18,retired,M
232025,16,sales/marketing,M
171084,26,executive/managerial,M
214630,27,executive/managerial,M
227730,50,academic/educator,M
279694,34,academic/educator,F
124253,27,executive/managerial,M
225152,33,college/grad student,M
39440,20,self-employed,M
152106,32,other or not specified,M
115761,27,college/grad student,M
287944,27,executive/managerial,M
146101,32,college/grad student,M
300847,23,sales/marketing,F
291735,33,college/grad student,M
41334,84,executive/managerial,F
18726,27,executive/managerial,M
281550,28,executive/managerial,M
65486,29,college/grad student,F
115081,28,homemaker,M
165095,27,self-employed,M
177393,28,sales/marketing,M
272214,26,executive/managerial,M
116076,32,executive/managerial,M
165202,29,college/grad student,M
185345,33,programmer,M
128059,34,college/grad student,M
66723,43,other or not specified,F
198601,29,college/grad student,M
275006,30,sales/marketing,M
21822,30,executive/managerial,M
289813,27,college/grad student,M
47610,53,executive/managerial,M
257070,33,academic/educator,M
191450,25,sales/marketing,M
74682,30,homemaker,M
48859,31,college/grad student,M
182693,74,retired,F
80733,33,executive/managerial,M
262539,29,scientist,M
105871,18,homemaker,F
34012,33,college/grad student,M
114505,30,self-employed,F
100077,19,K-12 student,M
52534,27,self-employed,M
90426,31,other or not specified,F
227080,28,other or not specified,M
251570,25,homemaker,M
215401,34,sales/marketing,F
173888,20,college/grad student,M
200705,34,executive/managerial,M
287146,18,K-12 student,M
136873,27,executive/managerial,M
138997,29,scientist,M
281442,19,college/grad student,M
126886,28,other or not specified,M
176695,31,self-employed,M
290833,26,scientist,M
32974,27,college/grad student,M
116688,34,college/grad student,M
89545,33,executive/managerial,M
142520,58,self-employed,F
258642,32,sales/marketing,M
33533,34,college/grad student,M
217696,25,artist,M
77503,32,homemaker,M
251851,34,homemaker,F
170716,25,college/grad student,M
116002,28,executive/managerial,M
218322,29,academic/educator,M
49139,21,sales/marketing,M
38329,27,college/grad student,M
228541,26,scientist,M
267707,19,self-employed,M
295775,29,college/grad student,M
121712,29,sales/marketing,M
240003,33,artist,M
137732,27,sales/marketing,M
36218,28,college/grad student,M
38901,33,self-employed,M
105896,26,sales/marketing,M
262635,30,clerical/admin,M
179964,32,executive/managerial,M
208641,29,other or not specified,F
12534,25,scientist,M
234039,26,self-employed,M
279363,26,self-employed,M
113724,40,executive/managerial,M
175509,29,scientist,M
89198,28,college/grad student,M
152586,25,self-employed,M
258114,29,college/grad student,M
266827,26,executive/managerial,M
4842,89,academic/educator,F
237629,27,tradesman/craftsman,M
134039,41,retired,F
31762,26,college/grad student,M
179653,69,homemaker,M
125851,26,college/grad student,M
2592,29,academic/educator,F
24948,30,self-employed,M
235977,65,executive/managerial,M
66130,30,executive/managerial,M
122396,30,homemaker,F
120374,46,academic/educator,F
258623,34,executive/managerial,M
32048,30,college/grad student,M
140685,25,self-employed,M
281402,30,college/grad student,M
174588,32,academic/educator,F
33037,32,other or not specified,M
2209,26,sales/marketing,M
50961,32,self-employed,M
248428,22,scientist,M
5484,31,other or not specified,M
268526,32,college/grad student,M
171923,26,executive/managerial,M
177970,30,executive/managerial,M
148508,28,sales/marketing,M
169199,21,scientist,M
142479,30,executive/managerial,M
102940,28,college/grad student,M
43241,31,college/grad student,M
223793,34,clerical/admin,M
301290,30,college/grad student,M
227064,31,sales/marketing,M
180148,26,sales/marketing,M
253256,26,sales/marketing,M
178816,32,scientist,M
155312,34,retired,M
144544,82,self-employed,F
84657,34,executive/managerial,M
263118,61,retired,M
140764,28,homemaker,F
198240,25,artist,M
187284,49,clerical/admin,M
267171,29,college/grad student,M
30320,28,college/grad student,F
87792,33,executive/managerial,M
148786,25,farmer,M
188296,33,other or not specified,M
107257,31,K-12 student,M
20124,32,retired,F
290464,31,college/grad student,M
243413,34,college/grad student,M
5995,33,artist,M
240790,23,college/grad student,M
279767,25,executive/managerial,M
289896,31,other or not specified,F
167548,25,college/grad student,M
297667,26,artist,M
66704,29,executive/managerial,M
47723,26,self-employed,M
286752,29,sales/marketing,M
132122,41,college/grad student,M
206014,26,other or not specified,M
209508,32,college/grad student,M
193689,28,self-employed,F
127462,28,executive/managerial,M
154703,32,scientist,M
251331,33,college/grad student,M
205464,34,sales/marketing,M
110240,21,college/grad student,M
246629,50,executive/managerial,M
271206,34,self-employed,M
4164,34,college/grad student,M
76710,27,other or not specified,M
1692,31,scientist,M
152942,26,college/grad student,M
244307,32,scientist,F
35238,25,executive/managerial,M
258192,29,college/grad student,M
109311,32,college/grad student,M
223591,28,self-employed,M
253600,30,scientist,M
33999,27,scientist,M
295138,28,other or not specified,M
266089,30,college/grad student,M
220472,29,other or not specified,M
290645,27,scientist,M
145456,26,executive/managerial,M
297839,26,sales/marketing,M
218176,31,executive/managerial,M
55298,29,sales/marketing,M
217273,27,scientist,F
271370,28,executive/managerial,M
269699,32,self-employed,M
301733,25,self-employed,M
286258,25,executive/managerial,M
254500,30,doctor/health care,M
91779,32,executive/managerial,M
126595,33,sales/marketing,M
177123,19,college/grad student,M
14059,28,executive/managerial,M
170901,40,sales/marketing,M
85612,29,self-employed,M
181669,27,programmer,M
121170,32,academic/educator,M
179309,34,other or not specified,M
161363,28,self-employed,M
214692,31,sales/marketing,M
164130,28,executive/managerial,M
217091,32,executive/managerial,M
287769,31,scientist,M
266065,30,other or not specified,M
203176,26,college/grad student,M
80516,33,sales/marketing,M
65085,33,college/grad student,M
170903,32,clerical/admin,M
153011,27,sales/marketing,F
240315,24,executive/managerial,M
85004,25,sales/marketing,M
113100,30,college/grad student,M
180150,34,homemaker,F
200043,42,sales/marketing,M
68126,32,executive/managerial,M
157171,26,self-employed,F
158239,17,lawyer,F
209567,25,college/grad student,M
97056,25,college/grad student,M
224420,30,college/grad student,F
128125,82,self-employed,F
218260,33,executive/managerial,M
149604,31,college/grad student,M
215559,44,executive/managerial,M
242775,32,executive/managerial,M
194942,34,executive/managerial,M
192080,25,executive/managerial,M
289826,30,academic/educator,F
275681,33,artist,M
267143,18,sales/marketing,M
287476,25,self-employed,M
141518,30,executive/managerial,M
233087,18,sales/marketing,M
3911,26,homemaker,F
214918,32,college/grad student,M
240458,29,technician/engineer,M
125491,32,executive/managerial,F
285355,31,executive/managerial,M
148509,26,college/grad student,M
167972,28,homemaker,F
87155,28,academic/educator,F
259952,21,K-12 student,M
71057,18,artist,F
97984,26,clerical/admin,M
184045,39,academic/educator,F
68285,21,college/grad student,M
243003,26,college/grad student,M
267445,29,scientist,M
106849,33,other or not specified,M
109597,31,sales/marketing,M
17239,26,academic/educator,F
117122,30,college/grad student,M
130937,27,executive/managerial,M
2634,31,retired,F
260999,37,academic/educator,F
93729,19,sales/marketing,M
172519,26,other or not specified,M
178337,19,college/grad student,M
51289,30,executive/managerial,F
182551,25,sales/marketing,M
237377,34,homemaker,M
209186,26,college/grad student,M
287933,29,artist,F
83201,34,college/grad student,M
254234,22,sales/marketing,F
56134,24,college/grad student,M
259963,27,executive/managerial,M
263998,41,academic/educator,M
139288,28,college/grad student,F
180382,25,retired,M
277848,77,doctor/health care,F
56679,28,executive/managerial,M
105566,26,scientist,M
195403,26,K-12 student,M
143614,32,sales/marketing,M
178245,28,sales/marketing,M
30953,27,executive/managerial,M
271925,30,sales/marketing,M
117831,28,scientist,M
173020,21,sales/marketing,M
235388,28,college/grad student,M
73622,24,sales/marketing,M
28371,86,retired,M
51199,38,artist,M
52985,39,executive/managerial,M
26756,27,sales/marketing,M
152850,25,executive/managerial,M
121824,34,college/grad student,M
131790,29,executive/managerial,M
7327,26,college/grad student,M
184816,33,homemaker,M
64323,36,academic/educator,M
295694,57,academic/educator,F
127322,25,sales/marketing,M
259984,32,executive/managerial,M
256740,70,executive/managerial,M
222677,31,executive/managerial,M
60023,26,executive/managerial,M
50345,27,executive/managerial,M
149526,23,programmer,M
118738,59,homemaker,M
166265,29,self-employed,M
184797,33,college/grad student,M
128119,18,K-12 student,M
251691,31,college/grad student,M
19344,32,sales/marketing,M
240860,33,college/grad student,M
294754,30,self-employed,F
123113,32,executive/managerial,M
1372,25,sales/marketing,M
1447,33,retired,M
284127,31,self-employed,F
179925,28,academic/educator,F
252050,19,technician/engineer,M
263923,28,scientist,M
174577,30,college/grad student,M
88794,29,college/grad student,M
139626,29,scientist,M
20764,32,other or not specified,F
215683,23,sales/marketing,M
117744,27,college/grad student,M
272349,31,college/grad student,M
153256,68,retired,M
259240,29,college/grad student,M
32041,26,college/grad student,M
185187,34,scientist,M
106446,30,college/grad student,M
192049,27,scientist,M
244692,29,college/grad student,F
216906,28,college/grad student,M
13286,29,academic/educator,F
209652,25,college/grad student,M
41723,18,K-12 student,M
241664,26,scientist,M
62964,32,sales/marketing,F
111902,25,college/grad student,M
131700,34,academic/educator,F
211578,25,self-employed,M
52111,25,sales/marketing,M
66931,28,executive/managerial,M
122817,27,sales/marketing,M
117430,25,college/grad student,M
148223,40,other or not specified,F
250318,32,executive/managerial,M
131385,26,homemaker,M
109534,21,sales/marketing,M
245211,27,college/grad student,M
90067,31,scientist,F
249393,28,other or not specified,M
138464,18,K-12 student,M
242034,30,clerical/admin,M
287398,33,executive/managerial,M
16051,31,self-employed,M
97490,29,scientist,M
118216,18,college/grad student,M
175108,40,other or not specified,M
74376,29,college/grad student,M
62085,34,academic/educator,F
82083,28,executive/managerial,M
237367,89,retired,M
115639,34,scientist,M
139176,31,homemaker,M
168728,31,executive/managerial,M
72431,25,college/grad student,M
24278,32,self-employed,F
28554,31,other or not specified,M
92392,61,retired,F
187864,29,sales/marketing,M
90721,25,college/grad student,M
68261,30,executive/managerial,M
127753,26,college/grad student,M
244739,40,other or not specified,M
241949,29,executive/managerial,M
182809,25,college/grad student,M
148858,29,college/grad student,M
274129,21,homemaker,F
245733,29,college/grad student,F
7149,31,college/grad student,M
284937,8,K-12 student,M
281929,27,sales/marketing,M
41943,33,self-employed,M
14162,29,executive/managerial,M
145928,28,executive/managerial,M
111351,30,executive/managerial,M
64686,27,self-employed,F
124360,27,other or not specified,M
34488,29,tradesman/craftsman,M
81399,28,college/grad student,M
77253,31,self-employed,M
141378,29,executive/managerial,M
281420,29,executive/managerial,M
93926,30,sales/marketing,M
25624,30,college/grad student,M
202721,30,college/grad student,M
83641,30,college/grad student,M
91235,33,customer service,M
236696,31,academic/educator,M
287624,29,other or not specified,M
93381,27,self-employed,M
135595,33,self-employed,M
40793,18,sales/marketing,M
301047,31,college/grad student,M
165952,31,artist,M
137509,33,college/grad student,M
28335,19,sales/marketing,M
130136,30,sales/marketing,M
282226,25,college/grad student,M
249121,47,retired,M
127346,28,other or not specified,M
294666,26,academic/educator,F
179464,33,scientist,M
241217,23,artist,M
121677,18,K-12 student,M
15944,32,sales/marketing,M
160831,28,scientist,M
100394,27,tradesman/craftsman,M
159934,26,K-12 student,M
21562,33,scientist,M
214324,33,executive/managerial,F
54192,32,other or not specified,M
190877,31,sales/marketing,M
65560,22,technician/engineer,M
139191,30,college/grad student,M
196103,12,sales/marketing,F
267818,33,other or not specified,M
258765,27,executive/managerial,M
286023,33,scientist,M
271634,34,college/grad student,M
298654,27,self-employed,M
98019,33,self-employed,F
78939,48,artist,F
93790,30,academic/educator,M
61342,21,sales/marketing,M
84031,27,artist,M
84174,33,college/grad student,M
246272,31,executive/managerial,M
148421,24,scientist,M
280369,57,unemployed,F
150071,26,college/grad student,M
121326,26,college/grad student,M
100725,29,sales/marketing,M
141568,32,other or not specified,F
76296,33,executive/managerial,M
224472,33,self-employed,M
209720,77,retired,M
113047,34,college/grad student,M
106502,29,sales/marketing,M
13977,26,college/grad student,M
265531,30,scientist,M
156664,26,college/grad student,M
265010,32,self-employed,F
153269,31,college/grad student,M
185524,33,executive/managerial,M
264473,31,retired,M
151179,30,academic/educator,F
198879,31,sales/marketing,M
141778,25,technician/engineer,M
160403,34,executive/managerial,F
279319,27,college/grad student,F
60567,31,other or not specified,M
301868,25,executive/managerial,M
199115,31,technician/engineer,M
166678,33,executive/managerial,M
223671,34,executive/managerial,M
244973,19,lawyer,M
3705,26,college/grad student,M
88534,54,executive/managerial,M
191372,29,executive/managerial,M
128356,25,sales/marketing,M
247330,41,academic/educator,F
300570,28,scientist,M
287467,34,scientist,M
34664,30,scientist,M
10952,27,executive/managerial,M
299633,33,other or not specified,M
190165,18,self-employed,M
255378,34,executive/managerial,M
35598,25,college/grad student,F
240166,33,retired,F
301467,33,clerical/admin,M
125165,30,artist,F
150803,33,college/grad student,M
171283,33,academic/educator,M
111161,25,executive/managerial,M
86006,34,other or not specified,M
301315,30,homemaker,M
169978,33,executive/managerial,M
277136,36,other or not specified,M
38819,31,executive/managerial,M
289942,30,self-employed,F
225233,25,college/grad student,F
276181,27,executive/managerial,M
66021,33,college/grad student,M
198103,34,sales/marketing,M
147819,27,scientist,M
278205,32,scientist,F
293195,26,executive/managerial,M
65869,34,doctor/health care,F
293799,25,academic/educator,F
291535,18,K-12 student,F
300735,26,other or not specified,M
123966,27,college/grad student,F
184616,32,academic/educator,M
268405,25,sales/marketing,F
260072,76,academic/educator,F
248745,26,college/grad student,M
89880,33,other or not specified,M
6754,35,academic/educator,F
246753,27,sales/marketing,M
132186,28,executive/managerial,M
118157,27,executive/managerial,M
13146,25,college/grad student,M
186979,73,retired,F
169902,31,sales/marketing,M
152118,28,scientist,M
189468,34,other or not specified,M
171806,33,sales/marketing,M
140018,33,homemaker,M
260192,18,K-12 student,M
128045,31,clerical/admin,M
2470,31,scientist,F
183589,26,college/grad student,M
34503,31,sales/marketing,M
130407,21,sales/marketing,M
2102,19,college/grad student,M
82465,28,college/grad student,M
31682,25,programmer,M
15005,34,technician/engineer,M
194283,35,scientist,M
274452,27,college/grad student,M
256317,27,scientist,M
92012,29,executive/managerial,M
96804,30,college/grad student,M
177733,33,college/grad student,M
262950,34,executive/managerial,M
55971,28,college/grad student,M
116983,31,executive/managerial,M
126040,35,sales/marketing,M
103475,27,executive/managerial,M
45640,28,college/grad student,M
289432,30,homemaker,M
94226,26,college/grad student,M
139122,32,college/grad student,M
97637,32,college/grad student,F
231041,25,scientist,M
126068,27,college/grad student,M
188297,26,K-12 student,M
85747,26,homemaker,M
111230,32,self-employed,M
216638,55,academic/educator,M
195596,32,executive/managerial,M
131226,33,other or not specified,M
246487,28,technician/engineer,M
156355,28,executive/managerial,M
212911,34,college/grad student,M
241870,30,writer,F
152168,27,executive/managerial,M
57285,28,executive/managerial,M
64103,30,executive/managerial,M
250011,28,K-12 student,M
108581,27,clerical/admin,F
36188,25,college/grad student,M
189901,28,college/grad student,M
46690,30,programmer,M
2963,25,executive/managerial,F
55647,74,scientist,F
188379,29,self-employed,M
261279,27,K-12 student,F
64542,25,college/grad student,M
84500,25,clerical/admin,M
42885,31,scientist,F
149136,26,self-employed,M
81786,32,sales/marketing,M
999,26,college/grad student,M
103790,32,college/grad student,F
298291,28,retired,M
221120,33,college/grad student,M
174623,29,college/grad student,M
187298,31,college/grad student,M
137600,25,college/grad student,M
299158,28,other or not specified,M
6592,40,executive/managerial,M
148658,26,other or not specified,M
267363,26,academic/educator,M
235408,16,self-employed,M
166505,31,homemaker,F
72020,33,other or not specified,M
52895,16,K-12 student,M
40074,25,executive/managerial,M
219055,34,college/grad student,M
146247,26,self-employed,M
210041,25,college/grad student,M
38022,34,executive/managerial,M
297568,26,college/grad student,M
282273,29,college/grad student,M
245006,27,college/grad student,M
293582,34,executive/managerial,M
239702,32,executive/managerial,M
8985,25,self-employed,M
249787,28,scientist,M
173878,29,college/grad student,M
257284,29,executive/managerial,M
196405,27,executive/managerial,M
57785,30,scientist,M
252258,27,sales/marketing,M
171479,31,executive/managerial,M
178985,23,sales/marketing,M
94476,27,executive/managerial,M
275333,31,college/grad student,M
93334,38,other or not specified,M
67695,30,college/grad student,M
158790,31,college/grad student,M
301189,32,sales/marketing,M
59509,25,technician/engineer,M
253369,33,scientist,M
43761,32,executive/managerial,M
87152,19,programmer,M
173749,28,scientist,F
243096,33,sales/marketing,M
99569,20,college/grad student,M
8268,34,executive/managerial,M
286865,28,college/grad student,M
58230,28,sales/marketing,M
113271,20,college/grad student,M
218179,34,college/grad student,M
293216,33,college/grad student,F
286195,29,college/grad student,M
122128,32,college/grad student,M
286205,87,other or not specified,F
69266,32,retired,M
240605,30,executive/managerial,M
198626,25,college/grad student,M
227357,48,academic/educator,F
10066,34,executive/managerial,M
265737,20,self-employed,M
60015,22,sales/marketing,M
120906,27,college/grad student,M
148771,32,artist,M
109061,25,scientist,M
132597,27,executive/managerial,M
229649,55,academic/educator,F
25143,42,other or not specified,M
242977,28,other or not specified,M
152411,28,college/grad student,M
142838,26,college/grad student,M
140537,49,academic/educator,M
113138,32,technician/engineer,F
96177,28,homemaker,F
218614,30,executive/managerial,M
556,29,college/grad student,M
10144,34,homemaker,F
4195,27,executive/managerial,M
205385,38,sales/marketing,M
87390,33,college/grad student,M
46973,28,scientist,M
176121,33,sales/marketing,M
5707,29,executive/managerial,M
35282,27,sales/marketing,M
206001,49,self-employed,M
176946,29,artist,M
5065,27,sales/marketing,M
94444,27,self-employed,M
235800,26,sales/marketing,M
5395,27,executive/managerial,M
180381,25,other or not specified,M
220920,21,homemaker,M
81562,40,other or not specified,M
59299,27,college/grad student,F
264296,18,other or not specified,M
213861,26,college/grad student,M
37115,27,college/grad student,M
124916,29,self-employed,M
131081,31,self-employed,M
27525,29,college/grad student,M
238764,34,homemaker,M
50436,26,sales/marketing,M
70909,28,self-employed,M
152628,29,technician/engineer,M
297822,34,scientist,M
66577,29,college/grad student,M
120565,28,college/grad student,M
16199,43,executive/managerial,M
32705,31,executive/managerial,F
62836,33,self-employed,M
201697,26,executive/managerial,M
105879,32,college/grad student,M
33122,41,academic/educator,F
73343,26,college/grad student,F
193599,25,doctor/health care,M
276754,25,self-employed,M
27936,39,academic/educator,F
15358,34,college/grad student,F
282396,27,college/grad student,M
191679,25,executive/managerial,M
258822,33,executive/managerial,M
38213,30,college/grad student,M
85115,27,other or not specified,M
194854,26,executive/managerial,M
216478,25,K-12 student,M
22702,51,executive/managerial,M
79353,35,sales/marketing,F
138144,28,sales/marketing,M
94215,29,academic/educator,M
281812,25,executive/managerial,M
196514,30,homemaker,M
15153,31,executive/managerial,M
226150,30,self-employed,M
66318,32,executive/managerial,M
209660,43,artist,M
147998,32,college/grad student,F
278391,28,self-employed,M
219213,27,sales/marketing,M
93275,33,self-employed,M
52994,63,homemaker,M
73768,34,executive/managerial,M
4668,28,college/grad student,M
227536,49,executive/managerial,M
69553,31,academic/educator,M
31260,40,executive/managerial,M
276789,25,college/grad student,M
207942,31,executive/managerial,M
30194,27,scientist,M
214468,35,artist,M
243631,27,college/grad student,M
2069,27,college/grad student,M
214377,25,college/grad student,M
239137,32,sales/marketing,M
259568,29,homemaker,F
109664,18,self-employed,M
136818,30,college/grad student,F
82753,31,college/grad student,M
24828,20,sales/marketing,M
8242,31,college/grad student,M
145590,26,college/grad student,M
203983,27,college/grad student,M
301234,32,self-employed,F
133330,31,clerical/admin,M
236383,34,sales/marketing,M
165472,11,homemaker,M
172523,25,other or not specified,M
266627,26,sales/marketing,M
81693,34,executive/managerial,M
265834,27,executive/managerial,M
293403,34,executive/managerial,M
245860,33,sales/marketing,F
205231,26,executive/managerial,M
53700,18,K-12 student,M
287956,34,scientist,M
298751,34,college/grad student,M
68813,34,college/grad student,M
136529,29,executive/managerial,M
197492,26,unemployed,M
37518,58,retired,M
72124,30,scientist,M
130863,34,self-employed,M
19938,29,college/grad student,M
16409,25,K-12 student,M
87600,26,sales/marketing,M
118300,27,college/grad student,F
127622,28,retired,M
11949,27,college/grad student,M
297680,25,homemaker,F
249827,34,college/grad student,F
233834,26,homemaker,M
255721,31,college/grad student,M
103291,39,writer,M
111808,33,executive/managerial,M
55242,32,college/grad student,M
284853,26,sales/marketing,M
212714,23,sales/marketing,M
287637,26,clerical/admin,M
1879,32,college/grad student,M
236402,31,college/grad student,M
129288,27,scientist,M
232429,29,college/grad student,M
173483,25,executive/managerial,M
129068,36,college/grad student,F
49588,18,sales/marketing,M
269211,27,scientist,M
267734,32,executive/managerial,F
199132,34,sales/marketing,M
188651,30,scientist,M
89464,31,sales/marketing,F
171406,20,sales/marketing,M
40941,30,college/grad student,F
135479,30,college/grad student,M
66558,28,college/grad student,M
198622,28,other or not specified,F
151996,29,college/grad student,M
57457,32,college/grad student,M
79228,28,technician/engineer,M
216290,33,scientist,M
73510,33,executive/managerial,M
268226,29,college/grad student,M
161476,26,executive/managerial,M
188252,33,college/grad student,M
86650,27,academic/educator,M
15974,31,K-12 student,M
159955,21,sales/marketing,M
4769,30,sales/marketing,M
6621,26,sales/marketing,M
199092,32,college/grad student,M
268,29,executive/managerial,M
3190,26,college/grad student,M
234183,22,programmer,M
167453,30,college/grad student,F
132604,28,college/grad student,M
118041,27,self-employed,F
56476,18,K-12 student,M
190522,28,college/grad student,M
78701,30,sales/marketing,M
61340,32,clerical/admin,F
83834,39,other or not specified,M
131094,30,executive/managerial,M
143662,28,college/grad student,M
79671,31,college/grad student,F
250616,34,scientist,M
95495,25,scientist,M
116053,29,sales/marketing,M
123729,33,executive/managerial,M
124614,41,clerical/admin,M
215166,25,executive/managerial,M
177799,28,scientist,M
182531,31,executive/managerial,M
54929,25,college/grad student,M
1485,27,college/grad student,F
76107,31,artist,M
137405,34,college/grad student,M
253362,29,scientist,M
199082,26,scientist,M
94156,29,executive/managerial,M
241220,36,executive/managerial,F
130154,33,executive/managerial,M
292830,26,college/grad student,M
129077,31,other or not specified,M
142552,33,executive/managerial,M
106165,21,scientist,M
275346,43,college/grad student,M
237037,33,executive/managerial,M
206074,20,homemaker,M
58560,27,college/grad student,M
290719,31,sales/marketing,M
97585,32,executive/managerial,M
199067,32,executive/managerial,M
127997,26,executive/managerial,M
206332,25,academic/educator,F
141959,31,sales/marketing,M
216566,34,executive/managerial,F
154670,25,sales/marketing,M
278746,31,scientist,M
85833,27,scientist,M
91852,31,college/grad student,M
297448,29,college/grad student,M
122370,27,homemaker,M
119586,30,sales/marketing,M
108569,30,executive/managerial,M
218442,33,sales/marketing,F
270683,26,college/grad student,F
179965,29,college/grad student,M
123295,30,college/grad student,F
56364,33,college/grad student,M
182976,33,scientist,M
287035,21,artist,M
70358,18,homemaker,M
149467,33,scientist,M
128226,27,programmer,M
36328,23,artist,M
164030,30,sales/marketing,M
121551,31,college/grad student,M
101774,44,executive/managerial,F
58974,34,college/grad student,F
299083,12,K-12 student,M
298588,20,executive/managerial,M
297709,27,scientist,M
912,25,college/grad student,M
163360,29,college/grad student,M
289902,27,college/grad student,M
194703,27,technician/engineer,M
177537,55,academic/educator,M
271371,26,scientist,M
6386,30,executive/managerial,M
118641,25,college/grad student,M
201062,33,executive/managerial,M
47757,29,executive/managerial,M
52578,28,college/grad student,M
190358,25,college/grad student,M
137535,13,K-12 student,F
25400,25,K-12 student,M
125860,26,K-12 student,F
285393,34,college/grad student,M
118063,27,clerical/admin,M
149048,23,college/grad student,M
48318,49,retired,F
169437,30,executive/managerial,M
193880,26,lawyer,M
297174,28,technician/engineer,M
179235,13,K-12 student,M
106711,33,college/grad student,M
58057,72,writer,M
55498,34,scientist,M
183138,31,college/grad student,M
156738,30,college/grad student,M
198785,33,sales/marketing,M
65708,34,self-employed,M
126910,27,college/grad student,M
166065,29,clerical/admin,M
50491,33,executive/managerial,M
140308,32,scientist,M
65578,31,sales/marketing,M
85536,25,sales/marketing,M
273345,34,sales/marketing,M
250232,27,other or not specified,F
80994,30,clerical/admin,M
183342,27,clerical/admin,M
251080,29,executive/managerial,M
281542,31,academic/educator,F
29174,29,homemaker,M
180316,32,academic/educator,F
33739,31,college/grad student,M
218102,34,sales/marketing,M
209910,33,artist,M
196996,32,scientist,F
21816,23,scientist,M
115759,25,sales/marketing,M
135608,32,other or not specified,F
230944,29,executive/managerial,F
138904,43,sales/marketing,M
106621,27,college/grad student,M
52913,29,college/grad student,M
243871,27,scientist,M
103722,34,executive/managerial,M
120235,31,college/grad student,M
268231,34,self-employed,M
94658,33,scientist,F
184625,29,college/grad student,M
83896,27,academic/educator,F
176597,31,executive/managerial,M
6041,52,other or not specified,F
240855,34,college/grad student,M
242137,28,sales/marketing,M
197622,33,self-employed,M
214168,31,college/grad student,M
160811,25,technician/engineer,M
176790,34,college/grad student,M
168655,30,executive/managerial,M
168935,29,college/grad student,M
223773,30,programmer,M
171693,14,K-12 student,M
9564,32,college/grad student,M
149324,31,college/grad student,M
122377,29,college/grad student,M
29359,30,executive/managerial,M
104200,22,K-12 student,M
128326,33,college/grad student,M
175889,28,academic/educator,M
41534,30,executive/managerial,M
300034,28,self-employed,M
225140,31,college/grad student,M
257122,30,college/grad student,M
18205,28,college/grad student,F
37254,29,executive/managerial,M
168433,39,executive/managerial,M
196022,9,K-12 student,F
235357,27,college/grad student,M
17437,34,college/grad student,M
108053,32,executive/managerial,M
296896,27,executive/managerial,M
217857,18,executive/managerial,F
11781,26,college/grad student,M
153605,31,other or not specified,M
264967,25,college/grad student,M
113484,18,self-employed,M
29635,28,K-12 student,M
63918,30,executive/managerial,M
163425,30,executive/managerial,M
72954,33,other or not specified,M
13295,28,executive/managerial,M
10801,31,other or not specified,M
32732,28,self-employed,M
239235,28,college/grad student,M
152776,29,other or not specified,M
234008,34,college/grad student,M
100334,32,artist,M
276640,34,artist,F
43051,31,technician/engineer,M
189362,25,scientist,M
125110,27,sales/marketing,M
38225,27,sales/marketing,M
106694,23,scientist,M
233826,26,other or not specified,M
118327,26,sales/marketing,M
59837,28,scientist,M
112565,54,academic/educator,M
226167,38,other or not specified,M
51510,29,self-employed,M
67972,26,executive/managerial,M
133509,54,academic/educator,M
192693,27,scientist,M
115990,33,clerical/admin,M
38391,30,executive/managerial,M
172149,34,scientist,M
249272,30,academic/educator,M
29166,29,scientist,M
80757,25,college/grad student,M
5602,29,sales/marketing,F
235589,29,college/grad student,M
204603,28,sales/marketing,M
288162,26,college/grad student,M
98032,30,clerical/admin,M
246139,21,customer service,M
228766,34,executive/managerial,M
122573,28,college/grad student,M
296299,34,executive/managerial,M
298788,18,K-12 student,F
93829,18,K-12 student,M
211128,34,college/grad student,M
195032,29,college/grad student,M
237082,53,executive/managerial,M
112629,27,college/grad student,M
228244,30,college/grad student,M
294101,28,college/grad student,M
119641,39,academic/educator,M
116060,26,self-employed,F
222523,42,sales/marketing,M
191086,29,sales/marketing,M
